Ref_Date,GEO,FOOD,COMMODITY,Vector,Coordinate,Value
2005,Canada,Food available,"Bottled water (litres per person, per year)",v783736,1.1.29,..
2005,Canada,Food available adjusted for losses,"Bottled water (litres per person, per year)",v41356472,1.2.29,..
2006,Canada,Food available,"Bottled water (litres per person, per year)",v783736,1.1.29,..
2006,Canada,Food available adjusted for losses,"Bottled water (litres per person, per year)",v41356472,1.2.29,..
2007,Canada,Food available,"Bottled water (litres per person, per year)",v783736,1.1.29,..
2007,Canada,Food available adjusted for losses,"Bottled water (litres per person, per year)",v41356472,1.2.29,..
2008,Canada,Food available,"Bottled water (litres per person, per year)",v783736,1.1.29,..
2008,Canada,Food available adjusted for losses,"Bottled water (litres per person, per year)",v41356472,1.2.29,..
2009,Canada,Food available,"Bottled water (litres per person, per year)",v783736,1.1.29,..
2009,Canada,Food available adjusted for losses,"Bottled water (litres per person, per year)",v41356472,1.2.29,..
2010,Canada,Food available,"Bottled water (litres per person, per year)",v783736,1.1.29,..
2010,Canada,Food available adjusted for losses,"Bottled water (litres per person, per year)",v41356472,1.2.29,..
2011,Canada,Food available,"Bottled water (litres per person, per year)",v783736,1.1.29,..
2011,Canada,Food available adjusted for losses,"Bottled water (litres per person, per year)",v41356472,1.2.29,..
2012,Canada,Food available,"Bottled water (litres per person, per year)",v783736,1.1.29,..
2012,Canada,Food available adjusted for losses,"Bottled water (litres per person, per year)",v41356472,1.2.29,..
2013,Canada,Food available,"Bottled water (litres per person, per year)",v783736,1.1.29,..
2013,Canada,Food available adjusted for losses,"Bottled water (litres per person, per year)",v41356472,1.2.29,..
2014,Canada,Food available,"Bottled water (litres per person, per year)",v783736,1.1.29,..
2014,Canada,Food available adjusted for losses,"Bottled water (litres per person, per year)",v41356472,1.2.29,..
2015,Canada,Food available,"Bottled water (litres per person, per year)",v783736,1.1.29,..
2015,Canada,Food available adjusted for losses,"Bottled water (litres per person, per year)",v41356472,1.2.29,..
2016,Canada,Food available,"Bottled water (litres per person, per year)",v783736,1.1.29,..
2016,Canada,Food available adjusted for losses,"Bottled water (litres per person, per year)",v41356472,1.2.29,..
1960,Canada,Food available,Breakfast food,v108275,1.1.7,3.05
1960,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.15
1961,Canada,Food available,Breakfast food,v108275,1.1.7,3.11
1961,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.19
1962,Canada,Food available,Breakfast food,v108275,1.1.7,3.01
1962,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.12
1963,Canada,Food available,Breakfast food,v108275,1.1.7,3.15
1963,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.22
1964,Canada,Food available,Breakfast food,v108275,1.1.7,3.04
1964,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.14
1965,Canada,Food available,Breakfast food,v108275,1.1.7,3.15
1965,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.21
1966,Canada,Food available,Breakfast food,v108275,1.1.7,3.13
1966,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.21
1967,Canada,Food available,Breakfast food,v108275,1.1.7,2.95
1967,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.08
1968,Canada,Food available,Breakfast food,v108275,1.1.7,2.93
1968,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.06
1969,Canada,Food available,Breakfast food,v108275,1.1.7,2.92
1969,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.06
1970,Canada,Food available,Breakfast food,v108275,1.1.7,3.00
1970,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.11
1971,Canada,Food available,Breakfast food,v108275,1.1.7,2.77
1971,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,1.95
1972,Canada,Food available,Breakfast food,v108275,1.1.7,3.16
1972,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.23
1973,Canada,Food available,Breakfast food,v108275,1.1.7,3.17
1973,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.23
1974,Canada,Food available,Breakfast food,v108275,1.1.7,3.25
1974,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.29
1975,Canada,Food available,Breakfast food,v108275,1.1.7,3.37
1975,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.37
1976,Canada,Food available,Breakfast food,v108275,1.1.7,2.77
1976,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,1.95
1977,Canada,Food available,Breakfast food,v108275,1.1.7,3.08
1977,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.17
1978,Canada,Food available,Breakfast food,v108275,1.1.7,3.07
1978,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.16
1979,Canada,Food available,Breakfast food,v108275,1.1.7,2.94
1979,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.07
1980,Canada,Food available,Breakfast food,v108275,1.1.7,3.20
1980,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.25
1981,Canada,Food available,Breakfast food,v108275,1.1.7,3.58
1981,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.52
1982,Canada,Food available,Breakfast food,v108275,1.1.7,3.89
1982,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.74
1983,Canada,Food available,Breakfast food,v108275,1.1.7,4.04
1983,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.84
1984,Canada,Food available,Breakfast food,v108275,1.1.7,3.77
1984,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.65
1985,Canada,Food available,Breakfast food,v108275,1.1.7,3.73
1985,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.62
1986,Canada,Food available,Breakfast food,v108275,1.1.7,4.34
1986,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.05
1987,Canada,Food available,Breakfast food,v108275,1.1.7,3.76
1987,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.65
1988,Canada,Food available,Breakfast food,v108275,1.1.7,4.20
1988,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.95
1989,Canada,Food available,Breakfast food,v108275,1.1.7,4.20
1989,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.96
1990,Canada,Food available,Breakfast food,v108275,1.1.7,4.87
1990,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.43
1991,Canada,Food available,Breakfast food,v108275,1.1.7,3.96
1991,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,2.79
1992,Canada,Food available,Breakfast food,v108275,1.1.7,4.48
1992,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.16
1993,Canada,Food available,Breakfast food,v108275,1.1.7,5.30
1993,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.73
1994,Canada,Food available,Breakfast food,v108275,1.1.7,4.79
1994,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.37
1995,Canada,Food available,Breakfast food,v108275,1.1.7,5.10
1995,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.59
1996,Canada,Food available,Breakfast food,v108275,1.1.7,5.06
1996,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.56
1997,Canada,Food available,Breakfast food,v108275,1.1.7,5.30
1997,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.73
1998,Canada,Food available,Breakfast food,v108275,1.1.7,5.34
1998,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.76
1999,Canada,Food available,Breakfast food,v108275,1.1.7,5.33
1999,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.75
2000,Canada,Food available,Breakfast food,v108275,1.1.7,5.28
2000,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.72
2001,Canada,Food available,Breakfast food,v108275,1.1.7,5.15
2001,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.62
2002,Canada,Food available,Breakfast food,v108275,1.1.7,5.16
2002,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.63
2003,Canada,Food available,Breakfast food,v108275,1.1.7,5.28
2003,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.72
2004,Canada,Food available,Breakfast food,v108275,1.1.7,5.33
2004,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.75
2005,Canada,Food available,Breakfast food,v108275,1.1.7,5.56
2005,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.92
2006,Canada,Food available,Breakfast food,v108275,1.1.7,5.55
2006,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.91
2007,Canada,Food available,Breakfast food,v108275,1.1.7,5.67
2007,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.99
2008,Canada,Food available,Breakfast food,v108275,1.1.7,5.71
2008,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,4.02
2009,Canada,Food available,Breakfast food,v108275,1.1.7,5.76
2009,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,4.06
2010,Canada,Food available,Breakfast food,v108275,1.1.7,5.64
2010,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.97
2011,Canada,Food available,Breakfast food,v108275,1.1.7,5.52
2011,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.88
2012,Canada,Food available,Breakfast food,v108275,1.1.7,5.44
2012,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.83
2013,Canada,Food available,Breakfast food,v108275,1.1.7,5.17
2013,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.64
2014,Canada,Food available,Breakfast food,v108275,1.1.7,5.08
2014,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.57
2015,Canada,Food available,Breakfast food,v108275,1.1.7,5.09
2015,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.58
2016,Canada,Food available,Breakfast food,v108275,1.1.7,5.03
2016,Canada,Food available adjusted for losses,Breakfast food,v41356450,1.2.7,3.54
1965,Canada,Food available,Broccoli fresh,v110350,1.1.245,..
1966,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.06
1966,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,..
1967,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.20
1967,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.08
1968,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.26
1968,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.11
1969,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.24
1969,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.10
1970,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.26
1970,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.11
1971,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.33
1971,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.14
1972,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.41
1972,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.17
1973,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.49
1973,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.21
1974,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.51
1974,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.22
1975,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.62
1975,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.27
1976,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.68
1976,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.29
1977,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.77
1977,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.33
1978,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.81
1978,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.35
1979,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.95
1979,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.41
1980,Canada,Food available,Broccoli fresh,v110350,1.1.245,0.99
1980,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.43
1981,Canada,Food available,Broccoli fresh,v110350,1.1.245,1.08
1981,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.47
1982,Canada,Food available,Broccoli fresh,v110350,1.1.245,1.37
1982,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.59
1983,Canada,Food available,Broccoli fresh,v110350,1.1.245,1.48
1983,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.64
1984,Canada,Food available,Broccoli fresh,v110350,1.1.245,1.76
1984,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.76
1985,Canada,Food available,Broccoli fresh,v110350,1.1.245,1.93
1985,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.83
1986,Canada,Food available,Broccoli fresh,v110350,1.1.245,2.25
1986,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.97
1987,Canada,Food available,Broccoli fresh,v110350,1.1.245,2.42
1987,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.04
1988,Canada,Food available,Broccoli fresh,v110350,1.1.245,2.06
1988,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,0.88
1989,Canada,Food available,Broccoli fresh,v110350,1.1.245,2.73
1989,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.17
1990,Canada,Food available,Broccoli fresh,v110350,1.1.245,2.72
1990,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.17
1991,Canada,Food available,Broccoli fresh,v110350,1.1.245,2.64
1991,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.13
1992,Canada,Food available,Broccoli fresh,v110350,1.1.245,3.44
1992,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.48
1993,Canada,Food available,Broccoli fresh,v110350,1.1.245,3.23
1993,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.39
1994,Canada,Food available,Broccoli fresh,v110350,1.1.245,3.18
1994,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.37
1995,Canada,Food available,Broccoli fresh,v110350,1.1.245,3.16
1995,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.36
1996,Canada,Food available,Broccoli fresh,v110350,1.1.245,3.27
1996,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.40
1997,Canada,Food available,Broccoli fresh,v110350,1.1.245,3.31
1997,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.42
1998,Canada,Food available,Broccoli fresh,v110350,1.1.245,3.22
1998,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.38
1999,Canada,Food available,Broccoli fresh,v110350,1.1.245,3.27
1999,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.41
2000,Canada,Food available,Broccoli fresh,v110350,1.1.245,3.17
2000,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.36
2001,Canada,Food available,Broccoli fresh,v110350,1.1.245,3.15
2001,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.35
2002,Canada,Food available,Broccoli fresh,v110350,1.1.245,3.13
2002,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.34
2003,Canada,Food available,Broccoli fresh,v110350,1.1.245,2.83
2003,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.22
2004,Canada,Food available,Broccoli fresh,v110350,1.1.245,3.14
2004,Canada,Food available adjusted for losses,Broccoli fresh,v41356685,1.2.245,1.35
